epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,155.192,0.38516,0.62952,0.00355,1,0.99839,0.995,0.9174,0.39747,0.21855,0.00542,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031
133,156.169,0.44265,0.68921,0.00616,1,0.99839,0.995,0.9174,0.39747,0.21855,0.00542,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
134,156.397,0.44169,0.61254,0.00496,0.99335,1,0.995,0.92911,0.38939,0.2158,0.0053,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833
135,157.561,0.32839,0.57146,0.00345,0.99355,1,0.995,0.92894,0.41121,0.21305,0.00561,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
136,158.719,0.44597,0.56735,0.00377,0.99543,1,0.995,0.90774,0.42749,0.21912,0.00584,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635
137,159.688,0.43674,0.71753,0.00449,0.99543,1,0.995,0.90774,0.42749,0.21912,0.00584,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
138,160.82,0.40553,0.59587,0.00351,0.99599,1,0.995,0.93088,0.41965,0.21595,0.0057,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437
139,161.935,0.49448,0.61133,0.00634,0.9958,1,0.995,0.93234,0.42023,0.20877,0.00562,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
140,163.082,0.53798,0.66919,0.00406,0.99617,1,0.995,0.93027,0.41425,0.19924,0.00555,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239
141,164.053,0.48722,0.65145,0.00463,0.99617,1,0.995,0.93027,0.41425,0.19924,0.00555,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
142,165.181,0.45903,0.68137,0.00373,0.99611,1,0.995,0.91165,0.42977,0.2002,0.00602,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041
143,166.295,0.46164,0.58498,0.00426,0.99645,1,0.995,0.93298,0.41425,0.19024,0.00556,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
144,167.451,0.49619,0.57728,0.00442,0.99714,1,0.995,0.933,0.40663,0.1823,0.00523,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843
145,168.397,0.35786,0.49025,0.00352,0.99714,1,0.995,0.933,0.40663,0.1823,0.00523,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
146,169.534,0.40948,0.60159,0.00435,0.99731,1,0.995,0.92368,0.41653,0.18515,0.00542,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645
147,170.664,0.49293,0.72848,0.00519,0.9975,1,0.995,0.90693,0.43297,0.19267,0.00573,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
148,171.802,0.44088,0.50497,0.0046,0.99702,1,0.995,0.91733,0.44099,0.18943,0.00578,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447
149,172.769,0.46846,0.62402,0.00425,0.99702,1,0.995,0.91733,0.44099,0.18943,0.00578,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
150,173.925,0.42874,0.50936,0.00377,0.99602,1,0.995,0.91726,0.43795,0.19508,0.00566,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249,0.0015747,0.0005249
151,175.041,0.38111,0.47179,0.00354,0.99693,1,0.995,0.91612,0.41452,0.2022,0.00548,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
152,176.194,0.40382,0.44885,0.00356,0.98876,1,0.995,0.91215,0.4103,0.2174,0.00569,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051,0.0015153,0.0005051
153,177.153,0.38569,0.47224,0.00358,0.98876,1,0.995,0.91215,0.4103,0.2174,0.00569,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
154,178.305,0.52516,0.53907,0.00586,0.96288,1,0.995,0.92555,0.39945,0.22545,0.0056,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853,0.0014559,0.0004853
155,179.445,0.38786,0.50954,0.00388,0.91485,1,0.98885,0.92766,0.38613,0.23962,0.00541,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
156,180.585,0.4317,0.58553,0.0038,0.91624,1,0.98885,0.92712,0.38107,0.23929,0.00505,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655
157,181.555,0.38329,0.5229,0.00319,0.91624,1,0.98885,0.92712,0.38107,0.23929,0.00505,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
158,182.678,0.48225,0.5757,0.00441,0.91608,1,0.98885,0.92772,0.39121,0.23849,0.0051,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457,0.0013371,0.0004457
159,183.825,0.48529,0.60423,0.00401,0.96076,1,0.995,0.94,0.3973,0.21614,0.00519,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
160,184.975,0.39574,0.53679,0.00397,0.98069,1,0.995,0.92569,0.39806,0.20793,0.00525,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259,0.0012777,0.0004259
161,185.948,0.40747,0.47636,0.00366,0.98069,1,0.995,0.92569,0.39806,0.20793,0.00525,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
162,187.082,0.41634,0.54077,0.00421,0.99122,1,0.995,0.93758,0.39957,0.20659,0.00541,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061,0.0012183,0.0004061
163,187.189,0.39111,0.54458,0.00352,0.99602,1,0.995,0.917,0.41269,0.20318,0.00551,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
164,188.364,0.44704,0.56993,0.00449,0.99564,1,0.995,0.91678,0.40456,0.19688,0.00553,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863,0.0011589,0.0003863
165,189.33,0.39578,0.504,0.00326,0.99564,1,0.995,0.91678,0.40456,0.19688,0.00553,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
166,190.466,0.40204,0.53493,0.00335,0.99559,1,0.995,0.91633,0.40711,0.19612,0.00552,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665
167,191.599,0.4166,0.59473,0.0036,0.99513,1,0.995,0.91871,0.40264,0.19476,0.00545,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
168,192.747,0.35956,0.54104,0.00334,0.99429,1,0.995,0.93659,0.39359,0.19142,0.00531,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467,0.0010401,0.0003467
169,193.708,0.40371,0.55583,0.00326,0.99429,1,0.995,0.93659,0.39359,0.19142,0.00531,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
170,194.828,0.40973,0.57947,0.00391,0.99359,1,0.995,0.94113,0.40582,0.19987,0.00546,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269,0.0009807,0.0003269
171,195.934,0.3608,0.4344,0.00288,0.99324,1,0.995,0.92789,0.41379,0.19702,0.00553,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
172,197.145,0.43485,0.43922,0.00305,0.99056,1,0.995,0.9283,0.41946,0.20029,0.00563,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071,0.0009213,0.0003071
173,198.074,0.44996,0.53418,0.00402,0.99056,1,0.995,0.9283,0.41946,0.20029,0.00563,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
174,199.166,0.33011,0.46234,0.00341,0.98763,1,0.995,0.9269,0.41658,0.20172,0.00564,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873,0.0008619,0.0002873
175,200.248,0.38465,0.53943,0.00389,0.98985,1,0.995,0.9331,0.41219,0.19918,0.00561,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
176,201.344,0.31416,0.59556,0.00309,0.98899,1,0.995,0.929,0.4156,0.20337,0.0056,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675
177,202.281,0.32517,0.47218,0.00307,0.98899,1,0.995,0.929,0.4156,0.20337,0.0056,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
178,203.367,0.3318,0.44688,0.00276,0.98494,1,0.995,0.93427,0.41915,0.21448,0.00575,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477,0.0007431,0.0002477
179,204.449,0.36915,0.54045,0.00325,0.98433,1,0.995,0.93494,0.41227,0.21485,0.00568,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
180,205.555,0.36913,0.46296,0.00366,0.97395,1,0.995,0.93696,0.41318,0.21566,0.00558,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279,0.0006837,0.0002279
181,206.474,0.38146,0.58994,0.00393,0.97395,1,0.995,0.93696,0.41318,0.21566,0.00558,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
182,207.571,0.45003,0.52721,0.00411,0.97019,1,0.995,0.93583,0.40982,0.21696,0.00558,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081,0.0006243,0.0002081
183,208.67,0.38317,0.45363,0.00406,0.96373,1,0.995,0.93382,0.41007,0.22458,0.00571,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
184,209.756,0.34979,0.5169,0.00327,0.93299,1,0.995,0.92758,0.41468,0.23303,0.00581,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883,0.0005649,0.0001883
185,210.691,0.47698,0.73547,0.00454,0.93299,1,0.995,0.92758,0.41468,0.23303,0.00581,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
186,211.817,0.44926,0.6193,0.00473,0.97123,1,0.995,0.92385,0.40951,0.22821,0.00574,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685
187,212.906,0.36856,0.40479,0.00393,0.97948,1,0.995,0.92389,0.40996,0.22499,0.00566,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
188,214.033,0.32592,0.5184,0.00334,0.96771,1,0.995,0.92452,0.41362,0.22871,0.00569,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487,0.0004461,0.0001487
189,214.965,0.41145,0.57272,0.00347,0.96771,1,0.995,0.92452,0.41362,0.22871,0.00569,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
190,216.057,0.48922,0.69256,0.00428,0.97422,1,0.995,0.92969,0.41125,0.22451,0.00561,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289,0.0003867,0.0001289
191,218.346,0.27985,0.57571,0.00266,0.97514,1,0.995,0.93142,0.41128,0.219,0.00562,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
192,218.431,0.24301,0.52757,0.00256,0.9226,1,0.995,0.93171,0.41493,0.23188,0.00562,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091,0.0003273,0.0001091
193,219.344,0.25723,0.5409,0.00254,0.9226,1,0.995,0.93171,0.41493,0.23188,0.00562,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
194,220.443,0.26987,0.51353,0.0029,0.91598,1,0.98269,0.9216,0.41639,0.24572,0.00568,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05,0.0002679,8.93e-05
195,221.529,0.2519,0.50176,0.00253,0.91486,1,0.98269,0.91884,0.42103,0.25467,0.00571,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
196,222.626,0.27338,0.54004,0.00286,0.91359,1,0.98269,0.90913,0.42262,0.26544,0.00577,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05
197,223.572,0.21505,0.46711,0.0022,0.91359,1,0.98269,0.90913,0.42262,0.26544,0.00577,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05
198,224.647,0.23851,0.53607,0.00269,0.91179,1,0.97577,0.90592,0.42809,0.29342,0.00583,0.0001491,4.97e-05,0.0001491,4.97e-05,0.0001491,4.97e-05,0.0001491,4.97e-05
199,225.728,0.24942,0.4826,0.00248,0.9214,0.97824,0.97577,0.90397,0.42476,0.33231,0.0058,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05
